Date,Location,Operator,Type,Aboard,Fatalities,Ground,Summary,City,State
1960-03-17,"Near Cannelton, 10 mile SE of Tell City, Indiana",Northwest Orient Airlines,Lockheed 188C Electra,63.0,63.0,0.0,An in-flight separation of the wing. A design flaw caused an oscillation known as whirl mode to transfer propeller wobble to the outboard nacelles which induced flutter in the wing which led to the separation of the wing. Reduced stiffness of the structure and the entry of the aircraft into an area of severe clear air turbulence were contributing factors. One of two crashes with the same cause.  See 9/29/59.,"Near Cannelton, 10 mile SE of Tell City",IN
1960-04-20,"Hickory, North Carolina",Piedmont Airlines / Private,Fairchild F-27 / Cessna 310,44.0,4.0,0.0,"The aircraft were involved in a midair collision while both were making an approach to land. The pilot of the Cessna, the over-taking aircraft, failed to see and avoid the F-27 during the landing appoach. Four died aboard the Cessna, none aboard the Fairchild.",Hickory,NC
1960-05-23,"Atlanta, Georgia",Delta Air Lines,Convair CV-880,4.0,4.0,0.0,"The aircraft stalled for reasons undetermined, at an altitude too low to effect recovery.",Atlanta,GA
1960-06-14,"Mt. Gilbert, Alaska",PacifiNorthern Airlines,Lockheed 749A-79-32 Constellation,14.0,14.0,0.0,"The aircraft failed to maintain its intended flight path and  crashed into the face of Mt. Gilbert at 9,646 ft. after taking off from Cordova. The crew's failure to use all available  navigational aids in establishing the aircraft's position on Amber I Airway thereby allowing the aircraft  to proceed off course over dangerous terrain. A contributing factor to the  accident was the failure of air defense radar, which had been tracking the aircraft, to notify either  ARTCC or the crew that the aircraft was proceeding on a dangerous course.",Mt. Gilbert,AK
1960-07-06,"Off Barnegat City, New Jersey",Military - U.S. Navy,Goodyear ZPG-3W (airship),21.0,18.0,0.0,"The airship crashed nose-first into the AtlantiOcean, 10 miles off the coast of New Jersey. The  failure of a seam due to some unknown factor that degraded the adhesive.",Off Barnegat City,NJ
1960-07-27,"Forest Park, Illinois",Chicago Helicopter Airways,Sikorsky S-58C helicopter,13.0,13.0,0.0,"The helicopter crashed into Forest Home Cemetery. The structural disintegration in flight, initiated by a fatigue fracture of a main rotor blade.",Forest Park,IL
1960-10-15,"Plain City, Utah",Capitol Airways,Curtiss C-46F,2.0,2.0,0.0,"The right wing of the cargo plane separated from the aircraft at 6,500 ft. Fatigue of the right wing lower attach angle bolts resulting in an in-flight wing failure.",Plain City,UT
1960-10-28,"Near Missoula, Montana",Northwest Orient Airlines,Douglas C-54A-DC,12.0,12.0,0.0,"Crashed into mountains in snow showers while descending to Missoula. The aircraft entered a steep left banking turn and the nose was raised in an apparent attempt to turn and climb out through an intersecting valley, however, the aircraft continued to sink toward the ground, rolled to the left and crashed inverted. The failure of the pilot to continue in accordance with his IFR flight plan by attempting a VFR approach during instrument weather conditions.",Near Missoula,MT
1960-10-29,"Toledo, Ohio",ArctiPacific,Curtiss C-46F-1-CU,48.0,22.0,0.0,"Crashed after taking off from Toledo Express Airfield, landing 5,800 ft. beyond the runway threshold. Sixteen members of the California State  PolytechniCollege,  San Luis Obispo football team killed. Premature lift-off, partial loss of power in the No.1 engine, overweight aircraft and weather conditions were the cause of the crash.",Toledo,OH
1961-05-24,"Near Tacoma, Washington",Military - U.S. Air Force,Douglas C-124A-DL,22.0,22.0,0.0,Crashed shortly after taking off from McChord Air Force base.,Near Tacoma,WA
1960-12-16,"Staten Island / Brooklyn, New York",United Air Lines / Trans World Airlines,MD DC-8-11 / Lockheed  1049 S Const,128.0,128.0,6.0,"A midair collision took place over Staten Island at 5,000 ft. The Connie was cleared to land at La Guardia Airport on Runway 04 when the United DC-8 struck the Connie tearing it apart. The Connie immediately crashed to the ground at Miller Army Air Field on Staten Island. One passenger was sucked out into one of the DC8s jet engines. Other passengers fell from the Connie as the spinning fuselage fell onto Staten Island. The United jet tried to make an emergency landing at La Guardia Airport but could not maintain altitude and crashed into the streets of Brooklyn. Forty-four passengers on the Constellation and eight-four passengers on the DC-8 were killed. Three passengers from the DC-8 died shortly after. One young boy, Stephen Baltz survived several days before succumbing to his injuries. Six people were also killed on the ground. The United crew entered a low-altitude holding pattern at 500 miles per hour, twice the speed it should have been going and flew past the clearance limits and airspace allocated to the flight. One of 2 VORs on the DC-8 was not functioning. Although the crew knew this, they failed to report this to the ATC, who probably would have provided extra radar assistance.",Staten Island / Brooklyn,NY
1961-01-28,"Off Montauk Point, New York",American Airlines,Boeing 707-123,6.0,6.0,0.0,Crashed into the AtlantiOcean and exploded.,Off Montauk Point,NY
1961-07-11,"Denver, Colorado",United Air Lines,McDonnell Douglas DC-8-12,122.0,17.0,1.0,"Following takeoff from Omaha, hydraulidifficulties were experienced. The flight was continued to Denver where the aircraft experienced asymmetrical reverse thrust while landing and crashed into a maintenance truck and burned. Asymmetrical thrust during the landing attempt due to a hydrauliemergency.  Numbers 1 & 2 thrust reversers failed.  The crew failed to activate the back-up high-pressure air bottle used to hold the reverse ejectors in the extended position during a hydrauliemergency.  Poor evacuation procedures.  A contributing factor was the  failure of the first officer to monitor the thrust reverse indicator lights when applying reverse thrust and the crew's lack of training and knowledge on the aircraft's hydraulisystem. The driver of the maintenance truck was killed.",Denver,CO
1961-07-21,"Shemya, Alaska",Alaska Airlines,Douglas DC-6A,6.0,6.0,0.0,"Undershot the runway by 200 feet, crashed and burned. Absence of approach and runway lights. Lack of guidance from air trafficontroller during last stages of flight.",Shemya,AK
1961-09-01,"Near Hinsdale, Illinois",Trans World Airlines,Lockheed 049 Constellation,78.0,78.0,0.0,The aircraft crashed and burned in a field 10 miles west of Midway Airport. The airliner had taken off from Midway headed for Las Vegas. Loss of a 5/16 inch steel bolt from the elevator boost system which caused the elevator to move to its full upward position creating a stall and loss of control of the aircraft.,Near Hinsdale,IL
1961-09-17,"Chicago, Illinois",Northwest Orient Airlines,Lockheed 188C  Electra,37.0,37.0,0.0,"Takeoff and Initial climb appeared to be normal, but at approximately 200 feet a shallow turn to the right continued into a gradually increasing bank of about 85 to 90 degrees. While in the turn, the crew made a short, garbled transmission indicating alarm. During the latter part of the turn a gradual descent began and, two minutes after taking off, the aircraft struck the ground. Mechanical failure in the aileron primary control system due to an improper replacement of the aileron boost assembly, resulting in a loss of lateral control of the aircraft at an altitude too low to effect recovery.",Chicago,IL
1961-11-08,"Near Richmond, Virginia",Imperial Airways,Lockheed C-69 Constellation,79.0,77.0,0.0,"Flown under a military contract, several procedural errors by the crew caused the loss of 2 engines. After several more errors, the aircraft crashed into a wooded area. Most deaths from post-impact fire and CO.  Lack of command coordination and decision, faulty judgement and insufficient knowledge that led to an emergency situation. In addition there were faulty maintenance procedures. The carrier's license was revoked 6 weeks after the crash.",Near Richmond,VA
1961-12-24,"Old Harbor, Kodiak Island, Alaska",Kodiak Airways,Grumman G-21A Goose,5.0,1.0,0.0,,"Old Harbor, Kodiak Island",AK
1962-03-01,"Jamaica Bay, New York, New York",American Airlines,Boeing B-707-123B,95.0,95.0,0.0,"After taking off from Idlewild Airport and reaching a height of 1,500 feet, the aircraft made a left turn but continued to roll until it was inverted and crashed into Jamaica Bay approximately 3 miles southwest of the control tower. A rudder control malfunction which caused  a full unwanted rudder deployment, yaw, sideslip and roll which led to loss of control of the aircraft. This was caused by the use of an improper tool at the manufacturing plant to wrap the rudder servo unit's wiring, damaging the wires and leading to a short circuit. There is speculation that the accident was actually caused by the captain putting the aircraft in a steep 45 degree bank which resulted in the loss of control of the aircraft.","Jamaica Bay, New York",NY
1962-03-15,"Adak, Alaska",Flying Tiger Line,Lockheed 1049H Super Constellation,7.0,1.0,0.0,"Crashed into a rock embankment, 328 ft. short of runway threshold while attempting to land on Runway 23 and after being warned by ATC that the plane was below the glidepath. The main gear and right wing separated from the plane and a fire ensued. The pilot's misjudgment of distance and altitude during the final approach.",Adak,AK
1962-05-22,"Near Unionville, Missouri",Continental Airlines,Boeing B-707-124,45.0,45.0,0.0,"While en route from Chicago to Kansas City the airliner fell from FL 390 and crashed 6 miles north-northwest of Unionville, Missouri after an explosion aboard caused separation of the tail section. Detonation of a dynamite bomb in the right rear lavatory in the towel bin under the wash basin. This is the first case of sabotage on a commercial jet airliner. The bomb was believed to have been carried aboard by a passenger in a suicide-for-insurance plot.",Near Unionville,MO
1962-07-22,"Honolulu, Hawaii",Canadian PacifiAir Lines,Bristol Britannia 314,40.0,27.0,0.0,"Shortly after takeoff, a fire warning indication caused the pilot to feather the propeller on the No. 1 engine. Fuel was jettisoned, and the flight returned to Honolulu for landing approximately 40 minutes after departure. The three-engine landing approach appeared normal until the aircraft had proceeded beyond the runway threshold and had commenced its landing flare at an altitude of approximately 20 feet above the runway centerline. A go-around was attempted from this position and the aircraft banked and veered sharply to the left. Initial ground contact was made by the left wing tip approximately 550 feet to the left of the runway centerline. The aircraft progressively disintegrated as it  moved across the ground, then struck heavy earth-moving-equipment parked approximately 970 feet from the runway centerline. The accident was caused by the attempted three-engine go-around, when the aircraft was in a full landing configuration, at insufficient airspeed and altitude to maintain control.",Honolulu,HI
1962-09-04,"Near Lake Milton, Ohio",Private - Ashland Oil Company,Lockheed 18 Lodestar,13.0,13.0,0.0,"The aircraft lost its right wing in flight, crashed and burned in a field. Malfunction of the electrielevator trim tab unit which resulted in aircraft uncontrollability and subsequent structural failure of the wing.",Near Lake Milton,OH
1962-09-10,"Near Milan, Washington",Military - U.S. Air Force,Boeing KC-135A,44.0,44.0,0.0,Crashed into a wooded area in broken overcast  while attempting to land at Fairchild Air Force Base. Navigational error.,Near Milan,WA
1962-10-19,"Windsor Locks, Connecticut",Allegheny Airlines,Convair CV-340/440,52.0,1.0,0.0,"Following departure from Philadelphia, a high frequency whistling noise was heard and inspection revealed an escape of air at the lower aft corner of the rear service door. Pillow cases were placed in this area to reduce the air noise but no further action was taken. While the aircraft was descending through 4,000 feet the door blew out. The ensuing outward rush of air ejected a flight attendant who was near the door opening. Undetected insecure latching of the rear service door, resulting in an inflight explosive decompression which ejected a flight attendant from the aircraft.",Windsor Locks,CT
1962-11-23,"Ellicott, Maryland",United Air Lines,Vickers Viscount 745D,18.0,18.0,0.0,"The aircraft penetrated a flock of Whistling Swans at 6,000 ft. One, estimated to be 13 pounds, struck the leading edge of the left horizontal stabilizer, weakening the structure and causing it to detach. The aircraft lost control and broke-up in mid-air and crashed. Bird collision.",Ellicott,MD
1962-11-30,"New York, New York",Eastern Air Lines,Douglas DC-7B,51.0,25.0,0.0,"The aircraft was 1,000 ft past the ILS touchdown point and at an altitude of 25 ft. when a loss of visual reference caused the crew to abandon their approach. The landing gear was retracted, 20 degrees flaps selected and climb power applied.  At 3,500 ft. from the threshold, in a 6 degree left bank and speed of 135 knots the No. 1 and 2 propellers struck the ground. The aircraft hit a mound of earth and broke up. Crew failed to follow approved procedures. Technique employed by the crew during abandonment of the approach under fog conditions that were not adequately reported.",New York,NY
1962-12-14,"Burbank, California",Flying Tiger Line,Lockheed 1049H Super Constellation,5.0,5.0,3.0,The aircraft crashed during an ILS approach to Burbank Airport. Incapacitation of the captain with a heart attack at a critical point in the approach from which the co-pilot could not recover.,Burbank,CA
1963-01-14,"Barter Island, Alaska",Wien Alaska Airlines,Beech AT-11,6.0,5.0,0.0,Crashed in poor weather conditions while on final approach. Continued VFR flight into adverse weather conditions. Descended below obstructing terrain during night VFR approach.,Barter Island,AK
1963-01-17,"Great Salt Lake, Utah",West Coast Airlines,Fairchild F-27,3.0,3.0,0.0,Crashed into the Great Salt Lake while practicing an emergency decent during training. Crews lack of vigilance for undetermined reason.,Great Salt Lake,UT
1963-01-26,"Kotzebue, Alaska",Skyvan Airways,Curtiss C-46F,2.0,1.0,0.0,The cargo plane crashed after a go-around was attempted.  An uncontrollable loss of altitude caused by adverse wind conditions during an attempted go-around.,Kotzebue,AK
1963-01-29,"Kansas City, Missouri",Continental Airlines,Vickers Viscount 812,8.0,8.0,0.0,"While making a straight in approach, the aircraft continued flying over the runway to the south end and while at a height of 90 feet, suddenly pitched down and struck the ground. Icing of the horizontal stabilizer which led to loss of pitch control.",Kansas City,MO
1963-01-30,"Off Patuxent River, Maryland",Military - U.S. Navy,Lockheed P-3A Orion,14.0,14.0,0.0,Crashed en route into the ocean.,Off Patuxent River,MD
1963-02-03,"San Francisco, California",Slick Airways,Lockheed 1049H Super Constellation,8.0,3.0,0.0,"The aircraft struck approach lights 1,170 feet from the runway threshold, climbed to about 200 feet and then crashed approximately 1,900 feet beyond the threshold and on the left edge of Runway 28L. Continuation of an instrument approach after adequate visual reference was lost below authorized minimums. Inadequate monitoring of the  instrument approach by the PAR controller was a contributing factor.",San Francisco,CA
1963-02-12,"Near Miami, Florida",Northwest Orient Airlines,Boeing B-720-051B,43.0,43.0,0.0,"The aircraft crashed 37 miles west-southwest of Miami after penetrating a thunderstorm and encountering severe turbulence. The aircraft initially entered an area of updrafts followed by downdrafts which put the aircraft into a high speed dive. While trying to pull out of the dive, the aircraft broke apart from excessive g forces. The crew is believed to have concentrated on maintaining a given airspeed in an extreme turbulence condition instead of flying attitude. In doing so, excessive stress was applied to the wings which separated from the fuselage. The weather was considerably worse than forecast.",Near Miami,FL
1963-02-28,"Boston, Massachusetts",Eastern Air Lines,Douglas DC-7,26.0,0.0,1.0,"With engines idling, a girl ran into the No. 2 propeller despite warnings of ramp personnel. Suicide.",Boston,MA
1963-06-03,"PacifiOcean, 116 miles WSW of Annette Island, Alaska",Northwest Orient Airlines,Douglas DC-7CF,101.0,101.0,0.0,"The aircraft was being flown under contract to the military. While en route, the aircraft crashed into the sea.  The last known message was a request to ascend from 14,000 ft. to 18,000 ft. The last known position was 54 degrees 14 minutes N, 134 degrees 41 minutes W. Unable to determine the probable cause due to lack of evidence.","PacifiOcean, 116 miles WSW of Annette Island",AK
1963-07-02,"Rochester, New York",Mohawk Airlines,Martin 404,43.0,7.0,0.0,The pilot lost control of the aircraft while attempting to take off in a thunderstorm and crashed.  Poor decision by pilot-in-command  to take off during a severe thunderstorm.,Rochester,NY
1963-08-14,"Near Great Falls, Montana",American Air  Export & Import Co.,Curtiss C-46F-1-CU,2.0,1.0,0.0,"The aircraft lost an engine during takeoff and could not gain sufficient altitude, entered a canyon which forced a landing in a field causing the aircraft to strike a small earth dam. The failure of the captain to effect a proper and timely assessment of a power plant malfunction, followed by improper judgment and technique during a single-engine emergency operation.",Near Great Falls,MT
1963-08-28,"Off Miami, Florida",Military - U.S. Air Force / Military -  U.S. Air Force,Boeing KC-135A / Boeing KC-135A,16.0,16.0,0.0,"A mid-air collision occurred approximately 700 miles east of Miami, Florida.",Off Miami,FL
1963-10-14,"Jamaica, New York",New York Airways,Boeing Vetrol 107 II helicopter,6.0,6.0,0.0,The helicopter crashed to the ground and burned. Fatigue failure of the drive quill shaft due to contamination of the lubrication system in the aft transmission assembly.,Jamaica,NY
1963-12-07,"Near Nederland, Colorado",Zantop Air Transport,Curtis C-46A-20-CU,3.0,3.0,0.0,"The cargo plane impacted a vertical rock face at 12,500 ft. Pilot in command executed improper in-flight decisions and planning and exercised poor judgment.",Near Nederland,CO
1963-12-08,"Elkton, Maryland",Pan American World Airways,Boeing B-707-121,81.0,81.0,0.0,"The airliner was on a flight from Baltimore to Philadelphia. The aircraft was in a holding pattern along with 5 other planes when the control tower received a Mayday message. The plane was seen going down in flames and crashed 10 miles southwest of New Castle, Delaware. The aircraft was struck by lightning.  Lightning induced ignition of fuel tank vapors. Within two weeks after the accident, the FAA ordered lightning discharge wicks to be installed on all commercial jet airliners. The aircraft was named Clipper Tradewind.",Elkton,MD
1963-12-17,"Los Angeles, California",Western Airlines,Douglas DC-6B,46.0,0.0,0.0,The  No 1. and No2. Engine propellers touched the runway after an attempted go-around during landing.  A safe landing was made at Lockheed Air Terminal in Burbank.  Failure of the pilot to maintain a positive rate of climb and the premature retraction of the landing gear during a go-around in the fog.,Los Angeles,CA
1964-01-22,"Prescott, Arizona",Commercial Air Taxi,Piper PA-23,2.0,2.0,0.0,Crashed to the ground during final approach in snow showers. Improper IFR operation. Weather below minimums. Weather considerably worse than forecast.,Prescott,AZ
1964-02-03,"Gainsville, Florida",South Central Airlines,Beech D18S,10.0,10.0,0.0,"The aircraft made a steep climb to 200 ft., stalled and crashed striking the departure end of Runway 6. Pilot's failure to properly load the aircraft, resulting  in insufficient elevator effectiveness to reverse an unwanted pitching motion.",Gainsville,FL
1964-02-15,"Detroit, Michigan",Commercial Air Taxi,Piper Aero Commander 560E,4.0,4.0,0.0,Disapperared en route. Missing aircraft not recovered. Probable cause undetermined,Detroit,MI
1964-02-22,"Near Forsyth, Montana",Commercial Air Taxi,Beechcraft C35,2.0,2.0,0.0,Airframe failure in flight due to overloading. Pilot continued VFR flight into adverse weather conditions.,Near Forsyth,MT
1964-02-25,"Lake Pontchartrain, New Orleans, Louisiana",Eastern Air Lines,McDonnell Douglas DC-8-21,58.0,58.0,0.0,"The aircraft crashed into Lake Pontchartrain, 19 miles northeast of New Orleans International Airport, shortly after taking off. Mechanical failure. Uncommanded extension of the pitch trim compensator. Degradation of aircraft stability characteristics in turbulence, because of abnormal longitudinal trim component positions.  Malfunctioning pitch trim compensator.","Lake Pontchartrain, New Orleans",LA
1964-03-01,"Near Zephyr Cove, Nevada",Paradise Airlines,Lockheed 049 Constellation,85.0,85.0,0.0,The aircraft crashed into Genoa Peak while attempting to land under VFR conditions after a missed approach and go-around. The captain's decision not to wait until the weather improved or divert to an alternate airport during adverse weather conditions. The pilot's deviation from prescribed VFR flight procedures in attempting a visual landing approach in adverse weather conditions. This resulted in an abandoned approach and geographical disorientation while flying below the minimum altitude prescribed or operations in mountainous areas. The aircraft was named City of Los Angeles.,Near Zephyr Cove,NV
1964-03-12,"Miles City, Montana",Frontier Airlines,Douglas DC-3C,5.0,5.0,0.0,"Struck a ridge while approaching Miles City in sleet and freezing rain while on a VOR instrument approach. The descent below obstructing terrain, for reasons undetermined, during an instrument approach in adverse weather conditions.",Miles City,MT
1964-03-20,"Near Danbury, North Carolina",Commercial Air Taxi,Piper PA-23,3.0,3.0,0.0,The aircraft suffered engine failure in flight and crashed. Carburetor icing. Improper emergency procedures. Alcohol impairment.,Near Danbury,NC
1964-04-17,"Elim, Alaska",Wein Alaska Airlines Inc.,Cessna 185,2.0,2.0,0.0,Flew into whiteout conditions and crashed.  ATC did not advise of unsafe weather conditions.,Elim,AK
1964-05-07,"San Ramon, California",PacifiAir Lines,Fairchild F-27A,44.0,44.0,0.0,"The aircraft went into a steep dive and crashed 26 miles from it destinatiion of San Francisco Internatiional Airport. The last message which had to be obtained through laboratory analysis was 'Skipper's shot.  We've been shot.  I was trying to help.'  Francisco Gonzales, a passenger, who had told several people he was going to kill himself, shot both the pilot and co-pilot. Gonzales, 27, a former member of the Philippine yachting team at the 1960 Olympics, had purchased life insurance policies totaling $105,000 prior to the flight.",San Ramon,CA
1964-06-04,"Mason, Texas",Commercial Air Taxi,Piper PA-24,3.0,3.0,0.0,Continued VFR flight into IFR conditions. Pilot error. Exercised poor judgement.,Mason,TX
1964-06-19,"Southhampton, Massachusetts",Private - Air Taxi,Aero Commander 680,5.0,2.0,0.0,The plane undershot the runway and crashed while attempting to land IFR at Barnes Airport in low ceiling and fog. Improper IFR operation. Senator Edward 'Ted' Kennedy critically injured. Kennedy's aid Edward Moss and the pilot killed.,Southhampton,MA
1964-07-07,"Martinsville, Virginia",Commercial Air Taxi,Lockheed 12A,5.0,5.0,0.0,Collided with trees when it failed to gain altitude. Pilot error. Gust locks engaged.,Martinsville,VA
1964-07-08,"Knoxville, Tennessee",United Air Lines,Caravelle VIR,53.0,1.0,0.0,"While climbing to cruise altitude the plane hit turbulence, downdrafts and updrafts. One passenger's seat belt  failed, killing the passenger.",Knoxville,TN
1964-07-14,"Reno, Nevada",Commercial Air Taxi,Piper PA-28,3.0,3.0,0.0,Crashed into mountains. Pilot deviated from direct course and got lost.,Reno,NV
1964-07-16,"Richmond, Virginia",Eastern Air Lines,Douglas DC-7B,76.0,0.0,0.0,"Landed 17 feet short of the runway threshold, tore off the landing gear, slid and caught fire. Pilot misjudged altitude and distance and undershot during landing.",Richmond,VA
1964-08-02,"Willow, Alaska",Commercial Air Taxi,Piper PA-18,3.0,3.0,0.0,"Pilot  was transporting fishing party to Willow. Suffered spatial disorientation, plane stalled on final approach. Pilot not instrument rated.",Willow,AK
1964-08-05,"East Falmouth, Massachusetts",Wiggins Airways,Piper PA-23,2.0,2.0,0.0,Crashed after an uncontrolled descent. Reasons unknown.,East Falmouth,MA
1964-10-16,"Crown King, Arizona",Commercial Air Taxi,Hughes 269B,2.0,2.0,0.0,Collided with wires while landing. Pilot error.  Failed to see and avoid objects or obstructions.,Crown King,AZ
1964-11-03,"Branson, Colorado",Mustang Aviati,Beechcraft C45G,5.0,5.0,0.0,Crashed while en route after pilot continued VFR flight into adverse weather conditions.,Branson,CO
1964-11-15,"Las Vegas, Nevada",Bonanza Airlines,Fairchild F-27A,29.0,29.0,0.0,"The aircraft crashed  into rising terrain 9.7 miles south southwest of MCarran Field in a snowstorm during an approach to the airport. Captain's misinterpretation of approach charts leading to premature descent below obstructing terrain. After years of legal court battles, a U.S. District Court Judge concluded that the landing charts provided by Jeppesen were the main cause of the accident.",Las Vegas,NV
1964-12-04,"Fayetteville, Arkansas",Commercial Air Taxi,Cessna 206,5.0,4.0,0.0,Collided with trees while attempting to land. Pilot error. Misjudged altitude.,Fayetteville,AR
1964-12-24,"Near San Francisco, California",Flying Tiger Line,Lockheed L-1049H Super Constellation,3.0,3.0,0.0,"The cargo plane flew off course and struck a mountain in the San Bruno range. The pilot, for undetermined reasons, deviated from departure course into an area of rising terrain where downdraft activity and turbulence affected the climb capability of the aircraft sufficiently to prevent terrain clearance.",Near San Francisco,CA
1964-12-30,"Detroit, Michigan",Zantop Air Transport,Curtis C-46A,4.0,4.0,0.0,The cargo plane veered off course and struck trees while attempting to land.  Loss of control during night instrument approach in adverse weather for undetermined reasons.,Detroit,MI
1965-01-13,"Fairbanks, Alaska",Fairbanks Air Service - Taxi,Cessna 180E,2.0,2.0,0.0,Crashed while en-route. VFR flight into adverse weather conditions.,Fairbanks,AK
1965-01-16,"Wichita, Kansas",Military - U.S. Air Force,Boeing KC-135A,17.0,17.0,22.0,"Shortly after taking off, the aircraft made a left bank attempting to return to McConnell Air Force Base and transmitted a distress message. Soon after, the plane crashed to the ground in a nose-down attitude into houses. Remains of a parachute were found in the No. 1 engine which may have led to an asymmetrical thrust condition.",Wichita,KS
1965-02-08,"Off Jones Beach, New York, New York",Eastern Air Lines,Douglas DC-7B,84.0,84.0,0.0,"The aircraft crashed shortly after taking off after taking evasive action to avoid  Pan American Flight 212, a  Boeing-707, that was planning to land. The aircraft were separated vertically by approximately 1,000 feet although this was not known to the  controllers involved. The EAL captain had the illusion that a potential collision course existed. As a result of this illusion, a descent was initiated. In this circumstance the DC-7 was placed in an unusual attitude, resulting in spatial disorientation of the crew. Placement of the two aircraft on a near head on course which prompted the EAL plane to make an evasive maneuver from which the pilots could not recover.","Off Jones Beach, New York",NY
1965-02-13,"Miami, Florida",Aerolineas El Salvador,Curtiss C-46A,2.0,2.0,0.0,The cargo plane lost the No. 1 engine on takeoff. The prop could not be feathered and the plane crashed. Fatigue fracture of the crankshaft. Inadequate maintenance and inspection.,Miami,FL
1965-02-14,"South Beach, New York",Air Taxi,Beechcraft B-35,2.0,2.0,0.0,Crashed into the water. Undetermined cause.,South Beach,NY
1973-10-15,"Fort Smith AFB, Oklahoma",Military - U.S. Air Force,Lockheed C-130E Hercules,7.0,7.0,0.0,Crashed into a mountain.,Fort Smith AFB,OK
1965-04-09,"Bellfontaine, Ohio",Ortner Air Service - Taxi,Beech C-45H,2.0,2.0,0.0,Collided with trees while on approach in rain and fog. Took off with one transceiver inoperative and the other failed during the approach.,Bellfontaine,OH
1965-04-17,"Johnstown, Pennsylvania",Baker Aero Inc. - Taxi,Piper PA-24,2.0,2.0,0.0,Struck trees after an uncontrolled descent. VFR flight into adverse weather conditins.,Johnstown,PA
1965-04-23,"Near Seattle, Washington",Aaxico Airlines,Douglas DC-6A,5.0,5.0,0.0,"The cargo plane flew into Mt. Rainier at 10,200 ft.  The improper correlation of the aircraft position with respect to obstructing terrain while continuing the flight on a VFR flight plan in instrument weather conditions.",Near Seattle,WA
1965-06-15,"Near Colombus, Georgia",Military - U.S. Army / Military - U.S. Army,Bell UH-1D / Bell UH1D (helicopters),18.0,18.0,0.0,"Two helicopters flying in formation, crashed in mid-air at Benning military base. Ten aboard 8760 and 8 aboard 8840 killed.",Near Colombus,GA
1965-06-25,"Near Santa Ana, California",Military - U.S. Air Force,Boeing C-135A,85.0,85.0,0.0,"Crashed shortly after taking off from El Toro Marine Corps Air Station bound for Okinawa. After attaining an altitude of 1,000 feet, the plane failed to make a left turn and flew into rising terrain. Cause unknown.",Near Santa Ana,CA
1965-06-28,"San Francisco, California",Pan American World Airways,Boeing B-707-321B,153.0,0.0,0.0,"Just after the aircraft took off from San Francisco International Airport, the No. 4 engine disintegrated tearing off 25 feet of the right wing. An emergency landing was safely made at Travis Air Force Base. A plane was dispatched to pick up the passengers at Travis Air Force Base. While attempting to land, and in plain view of the passengers, the nose gear collapsed. Improper turbine rotor positioning during engine assembly and the use of serviceable worn parts. The aircraft was named 'Clipper Friendship.'",San Francisco,CA
1965-07-01,"Kansas City, Missouri",Continental Airlines,Boeing B-707-124,66.0,0.0,0.0,The aircraft slid off the end of the runway while landing and broke in two. Hydroplaning of the landing gear wheels which led to braking ineffectiveness.,Kansas City,MO
1965-07-11,"Off Nantucket, Massachusetts",Military - U.S. Air Force,EC-121H (Super Constellation),19.0,16.0,0.0,"The aircraft experienced a lost of the No. 2 engine followed by a fire in the No. 3 engine and ditched in the North Atlantic, 100 miles northeast of Nantucket, in zero-zero weather.",Off Nantucket,MA
1965-08-16,"Lake Michigan, near Chicago, Illinois",United Air Lines,Boeing B-727-22,30.0,30.0,0.0,"The plane crashed into Lake Michigan 19.5 miles east of Lake Forest, Illinois during  an approach and while descending from FL 350. The aircraft made a continuous descent at an average rate of approximately 2,000 feet per minute from 35,000 feet to impact with the water in a clean flight configuration. Officially, a cause could not be determined. The aircraft was dispatched illegally without an operating CVR. Possible misread altimeter. The crew could have read the altimeter as 16,000 instead of  6,000 ft. and continued a descent below what they were cleared for. Possible excessive sink rate. Excessive sink rate is thought to have possibly caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.","Lake Michigan, near Chicago",IL
1965-09-04,"Lake Tustumena, Alaska",Cordova Airlines,Aero Commander 680,5.0,4.0,0.0,The pilot misjudged altitude and distance and crashed into the lake during a descent to land.  VFR flilght into adverse weather conditions.,Lake Tustumena,AK
1965-11-08,"Cincinnati Airport, near Covington, Kentucky",American Airlines,Boeing B-727-23,62.0,58.0,0.0,"The aircraft crashed short of runway during a visual approach in deteriorating weather conditions. Failure of the flight crew to properly monitor the aircraft's height during the approach into deteriorating weather conditions resulting in an excessive sink rate. Excessive sink rate is thought to have caused four 727 accidents in succession.  Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.","Cincinnati Airport, near Covington",KY
